;x_breakpoints;y_breakpoints
0;0.0000, 0.3520, 0.6109, 0.7462, 0.8521, 0.9468, 0.9983, 1.0000;0.0000, 0.5766, 0.8259, 0.9623, 1.0823, 1.2128, 1.3174, 1.3047
