;x_breakpoints;y_breakpoints
0;0.0000, 0.3520, 0.6109, 0.7462, 0.8519, 0.9449, 1.0000;0.0000, 0.5766, 0.8259, 0.9623, 1.0822, 1.2101, 1.3187
