name;active;solved;solve_timeout;mip_gap;final_mip_gap;solution_time;objective;eta_in_mean;eta_out_mean
param_example_1;1;1;900;0.01;0.0001391735082332245;0.39;2522571.6368444692;0.7416709856955098;0.7895621840369075
param_example_2;1;1;900;0.01;9.488869118832698e-05;0.36;2522670.2435777127;0.7274626984328152;0.7910114465389226
