datetime;(('bus_gen', 'storage'), 'flow');(('storage', '0'), 'delta');(('storage', '0'), 'delta_out');P_in;P_in_stor;P_out;P_out_stor;(('storage', 'None'), 'Y_p_in');(('storage', 'None'), 'Y_p_out');soc;(('storage', 'bus_dem'), 'flow');eta_in;eta_out
2021-12-13 17:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;245.99760000000103;0.0;0.716;
2021-12-13 18:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;257.382000000001;0.0;0.716;
2021-12-13 19:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;268.766400000001;0.0;0.716;
2021-12-13 20:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;268.766400000001;0.0;;
2021-12-13 21:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;268.766400000001;0.0;;
2021-12-13 22:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;268.766400000001;0.0;;
2021-12-13 23:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;268.766400000001;0.0;;
2021-12-14 00:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;268.766400000001;0.0;;
2021-12-14 01:00:00;0.0;1.0;1.0;0.0;0.0;28.000000000000085;36.87600000000012;0.0;1.0;231.89040000000088;28.000000000000085;;0.7593014426727409
2021-12-14 02:00:00;0.0;1.0;1.0;0.0;0.0;28.0;36.876000000000005;0.0;1.0;195.01440000000088;28.0;;0.759301442672741
2021-12-14 03:00:00;0.0;1.0;1.0;0.0;0.0;28.000000000000085;36.87600000000012;0.0;1.0;158.13840000000076;28.000000000000085;;0.7593014426727409
2021-12-14 04:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;158.13840000000076;0.0;;
2021-12-14 05:00:00;0.0;1.0;1.0;0.0;0.0;28.0;36.876000000000005;0.0;1.0;121.26240000000075;28.0;;0.759301442672741
2021-12-14 06:00:00;0.0;1.0;1.0;0.0;0.0;28.000000000000114;36.87600000000016;0.0;1.0;84.38640000000059;28.000000000000114;;0.7593014426727408
2021-12-14 07:00:00;0.0;1.0;1.0;0.0;0.0;28.000000000000114;36.87600000000016;0.0;1.0;47.51040000000043;28.000000000000114;;0.7593014426727408
2021-12-14 08:00:00;0.0;1.0;1.0;0.0;0.0;28.0;36.876000000000005;0.0;1.0;10.634400000000419;28.0;;0.759301442672741
2021-12-14 09:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;22.018800000000418;0.0;0.716;
2021-12-14 10:00:00;15.900000000000091;1.0;1.0;15.900000000000091;11.384400000000065;0.0;0.0;1.0;0.0;33.40320000000048;0.0;0.716;
2021-12-14 11:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;44.78760000000048;0.0;0.716;
2021-12-14 12:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;56.17200000000048;0.0;0.716;
2021-12-14 13:00:00;15.900000000000091;1.0;1.0;15.900000000000091;11.384400000000065;0.0;0.0;1.0;0.0;67.55640000000055;0.0;0.716;
2021-12-14 14:00:00;15.900000000000091;1.0;1.0;15.900000000000091;11.384400000000065;0.0;0.0;1.0;0.0;78.94080000000062;0.0;0.716;
2021-12-14 15:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;90.32520000000062;0.0;0.716;
2021-12-14 16:00:00;15.900000000000091;1.0;1.0;15.900000000000091;11.384400000000065;0.0;0.0;1.0;0.0;101.70960000000069;0.0;0.716;
2021-12-14 17:00:00;15.9;1.0;1.0;15.9;11.3844;0.0;0.0;1.0;0.0;113.09400000000069;0.0;0.716;
2021-12-14 18:00:00;0.0;1.0;1.0;0.0;0.0;28.000000000000114;36.87600000000016;0.0;1.0;76.21800000000053;28.000000000000114;;0.7593014426727408
2021-12-14 19:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;76.21800000000053;0.0;;
2021-12-14 20:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;76.21800000000053;0.0;;
2021-12-14 21:00:00;0.0;1.0;1.0;0.0;0.0;28.0;36.876000000000005;0.0;1.0;39.34200000000052;28.0;;0.759301442672741
2021-12-14 22:00:00;0.0;1.0;1.0;0.0;0.0;28.0;36.876000000000005;0.0;1.0;2.4660000000005056;28.0;;0.759301442672741
2021-12-14 23:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
2021-12-15 00:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
2021-12-15 01:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
2021-12-15 02:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
2021-12-15 03:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
2021-12-15 04:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
2021-12-15 05:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
2021-12-15 06:00:00;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4660000000005056;0.0;;
