name;active;solved;solve_timeout;mip_gap;final_mip_gap;solution_time;objective;eta_in_mean;eta_out_mean
param_example_1;1;1;900;0.01;0.0007514889954542804;0.08;2473934.3473375007;0.7160000000000001;0.7593014426727409
param_example_2;1;1;900;0.01;0.0019399224596827705;3.09;2267070.5550875;0.8021274525595108;0.8543095405532984
