;x_breakpoints;y_breakpoints
0;0.00000000, 0.00001000, 0.10280651, 0.36660945, 0.43611875, 1.00000000;0.00000000, 0.00000000, 0.00002282, 0.00002445, 0.00002462, 0.00002491
