;x_breakpoints;y_breakpoints
0;0.00000000, 0.00001000, 0.10479986, 0.51363798, 0.62939692, 0.68035663, 1.00000000;0.00000000, 0.00000000, 0.00002316, 0.00002476, 0.00002427, 0.00002554, 0.00002432
